Episode,Total Reward,Steps Taken,state,Path,Final_position,Epsilon,Done
314,5,11,"(5, 5)","(1, 0);(2, 0);(3, 0);(4, 0);(5, 0);(5, 1);(5, 2);(5, 3);(5, 4);(5, 5)","(5, 5)",0.20722748400265262,True
315,4,19,"(5, 5)","(0, 0);(1, 0);(1, 0);(0, 0);(1, 0);(1, 1);(0, 1);(0, 2);(0, 3);(0, 4);(1, 4);(2, 4);(3, 4);(4, 4);(4, 3);(4, 4);(5, 4);(5, 5)","(5, 5)",0.20619134658263935,True
316,5,13,"(5, 5)","(1, 0);(0, 0);(1, 0);(2, 0);(3, 0);(4, 0);(5, 0);(5, 1);(5, 2);(5, 3);(5, 4);(5, 5)","(5, 5)",0.20516038984972615,True
317,4,11,"(5, 5)","(1, 0);(1, 1);(2, 1);(3, 1);(4, 1);(4, 2);(4, 3);(4, 4);(4, 5);(5, 5)","(5, 5)",0.2041345879004775,True
318,5,11,"(5, 5)","(1, 0);(2, 0);(3, 0);(4, 0);(5, 0);(5, 1);(5, 2);(5, 3);(5, 4);(5, 5)","(5, 5)",0.2031139149609751,True
319,5,13,"(5, 5)","(1, 0);(2, 0);(3, 0);(4, 0);(4, 1);(3, 1);(3, 2);(4, 2);(5, 2);(5, 3);(5, 4);(5, 5)","(5, 5)",0.20209834538617025,True
320,5,15,"(5, 5)","(0, 0);(1, 0);(0, 0);(0, 0);(1, 0);(2, 0);(3, 0);(4, 0);(5, 0);(5, 1);(5, 2);(5, 3);(5, 4);(5, 5)","(5, 5)",0.2010878536592394,True
321,5,13,"(5, 5)","(1, 0);(2, 0);(3, 0);(3, 0);(4, 0);(5, 0);(5, 1);(5, 2);(5, 3);(5, 4);(5, 4);(5, 5)","(5, 5)",0.2000824143909432,True
322,5,18,"(5, 5)","(1, 0);(0, 0);(1, 0);(2, 0);(3, 0);(3, 1);(3, 2);(3, 3);(3, 4);(4, 4);(4, 5);(4, 4);(5, 4);(5, 4);(4, 4);(5, 4);(5, 5)","(5, 5)",0.19908200231898848,True
323,5,11,"(5, 5)","(1, 0);(2, 0);(3, 0);(4, 0);(4, 1);(4, 2);(4, 3);(4, 4);(4, 5);(5, 5)","(5, 5)",0.19808659230739353,True
324,5,13,"(5, 5)","(0, 1);(0, 0);(0, 1);(0, 2);(0, 3);(1, 3);(2, 3);(3, 3);(4, 3);(5, 3);(5, 4);(5, 5)","(5, 5)",0.19709615934585656,True
325,5,11,"(5, 5)","(1, 0);(2, 0);(3, 0);(4, 0);(5, 0);(5, 1);(5, 2);(5, 3);(5, 4);(5, 5)","(5, 5)",0.19611067854912728,True
326,5,13,"(5, 5)","(1, 0);(2, 0);(1, 0);(2, 0);(3, 0);(4, 0);(5, 0);(5, 1);(5, 2);(5, 3);(5, 4);(5, 5)","(5, 5)",0.19513012515638165,True
327,5,12,"(5, 5)","(1, 0);(2, 0);(2, 0);(3, 0);(4, 0);(5, 0);(5, 1);(5, 2);(5, 3);(5, 4);(5, 5)","(5, 5)",0.19415447453059972,True
328,5,12,"(5, 5)","(1, 0);(2, 0);(3, 0);(4, 0);(5, 0);(5, 1);(5, 2);(5, 3);(5, 4);(5, 4);(5, 5)","(5, 5)",0.19318370215794672,True
329,5,13,"(5, 5)","(0, 0);(0, 0);(1, 0);(2, 0);(3, 0);(4, 0);(5, 0);(5, 1);(5, 2);(5, 3);(5, 4);(5, 5)","(5, 5)",0.192217783647157,True
330,5,14,"(5, 5)","(0, 0);(0, 0);(1, 0);(2, 0);(3, 0);(4, 0);(4, 0);(5, 0);(5, 1);(5, 2);(5, 3);(5, 4);(5, 5)","(5, 5)",0.1912566947289212,True
331,5,13,"(5, 5)","(1, 0);(2, 0);(1, 0);(2, 0);(3, 0);(4, 0);(5, 0);(5, 1);(5, 2);(5, 3);(5, 4);(5, 5)","(4, 5)",0.1903004112552766,True
332,5,11,"(5, 5)","(1, 0);(2, 0);(3, 0);(4, 0);(5, 0);(5, 1);(5, 2);(5, 3);(5, 4);(5, 5)","(5, 5)",0.18934890919900021,True
333,5,11,"(5, 5)","(1, 0);(2, 0);(3, 0);(4, 0);(5, 0);(5, 1);(5, 2);(5, 3);(5, 4);(5, 5)","(5, 5)",0.18840216465300522,True
334,5,11,"(5, 5)","(1, 0);(2, 0);(3, 0);(4, 0);(5, 0);(5, 1);(5, 2);(5, 3);(5, 4);(5, 5)","(5, 5)",0.18746015382974018,True
335,5,14,"(5, 5)","(1, 0);(1, 0);(2, 0);(3, 0);(4, 0);(5, 0);(5, 1);(5, 2);(4, 2);(4, 3);(4, 4);(5, 4);(5, 5)","(5, 5)",0.1865228530605915,True
336,5,11,"(5, 5)","(0, 1);(0, 2);(0, 3);(1, 3);(2, 3);(3, 3);(4, 3);(4, 4);(5, 4);(5, 5)","(5, 5)",0.18559023879528855,True
337,5,13,"(5, 5)","(0, 1);(0, 2);(0, 3);(1, 3);(0, 3);(1, 3);(2, 3);(3, 3);(3, 4);(4, 4);(5, 4);(5, 5)","(5, 5)",0.1846622876013121,True
338,5,12,"(5, 5)","(1, 0);(2, 0);(3, 0);(4, 0);(4, 0);(5, 0);(5, 1);(5, 2);(5, 3);(5, 4);(5, 5)","(5, 5)",0.18373897616330553,True
339,5,11,"(5, 5)","(1, 0);(2, 0);(3, 0);(4, 0);(5, 0);(5, 1);(5, 2);(5, 3);(5, 4);(5, 5)","(5, 5)",0.182820281282489,True
340,5,20,"(5, 5)","(1, 0);(2, 0);(3, 0);(2, 0);(3, 0);(4, 0);(5, 0);(5, 1);(5, 1);(4, 1);(4, 2);(3, 2);(2, 2);(3, 2);(4, 2);(5, 2);(5, 3);(5, 4);(5, 5)","(5, 5)",0.18190617987607657,True
341,5,11,"(5, 5)","(1, 0);(2, 0);(3, 0);(4, 0);(5, 0);(5, 1);(5, 2);(5, 3);(5, 4);(5, 5)","(5, 5)",0.18099664897669618,True
342,5,15,"(5, 5)","(1, 0);(2, 0);(1, 0);(2, 0);(3, 0);(4, 0);(5, 0);(5, 1);(5, 2);(5, 3);(4, 3);(5, 3);(5, 4);(5, 5)","(5, 5)",0.1800916657318127,True
343,5,12,"(5, 5)","(1, 0);(2, 0);(2, 0);(3, 0);(4, 0);(5, 0);(5, 1);(5, 2);(5, 3);(5, 4);(5, 5)","(5, 5)",0.17919120740315364,True
344,5,14,"(5, 5)","(0, 1);(0, 2);(0, 2);(0, 1);(0, 2);(0, 3);(1, 3);(2, 3);(3, 3);(4, 3);(5, 3);(5, 4);(5, 5)","(5, 5)",0.17829525136613786,True
345,5,11,"(5, 5)","(0, 1);(0, 2);(0, 3);(0, 4);(1, 4);(2, 4);(3, 4);(4, 4);(5, 4);(5, 5)","(5, 5)",0.17740377510930716,True
346,5,12,"(5, 5)","(0, 0);(1, 0);(2, 0);(3, 0);(4, 0);(4, 1);(4, 2);(4, 3);(4, 4);(5, 4);(5, 5)","(5, 5)",0.17651675623376062,True
347,5,11,"(5, 5)","(0, 1);(0, 2);(0, 3);(1, 3);(2, 3);(3, 3);(4, 3);(4, 4);(5, 4);(5, 5)","(5, 5)",0.1756341724525918,True
348,5,13,"(5, 5)","(1, 0);(2, 0);(3, 0);(4, 0);(5, 0);(5, 1);(5, 2);(5, 3);(5, 4);(4, 4);(5, 4);(5, 5)","(5, 5)",0.17475600159032884,True
349,5,18,"(5, 5)","(0, 0);(1, 0);(2, 0);(3, 0);(4, 0);(3, 0);(4, 0);(5, 0);(5, 1);(5, 2);(4, 2);(4, 3);(4, 4);(4, 5);(4, 4);(4, 5);(5, 5)","(5, 5)",0.17388222158237718,True
350,5,15,"(5, 5)","(1, 0);(2, 0);(3, 0);(2, 0);(1, 0);(2, 0);(2, 1);(3, 1);(3, 2);(3, 3);(3, 4);(3, 5);(4, 5);(5, 5)","(5, 5)",0.1730128104744653,True
351,5,12,"(5, 5)","(1, 0);(2, 0);(3, 0);(4, 0);(5, 0);(5, 1);(5, 1);(5, 2);(5, 3);(5, 4);(5, 5)","(5, 4)",0.17214774642209296,True
352,5,11,"(5, 5)","(0, 1);(0, 2);(0, 3);(1, 3);(2, 3);(3, 3);(3, 4);(4, 4);(4, 5);(5, 5)","(5, 5)",0.1712870076899825,True
353,5,14,"(5, 5)","(1, 0);(2, 0);(3, 0);(3, 1);(3, 2);(3, 3);(3, 4);(4, 4);(4, 5);(4, 5);(3, 5);(4, 5);(5, 5)","(5, 5)",0.17043057265153258,True
354,5,14,"(5, 5)","(1, 0);(2, 0);(2, 0);(2, 1);(3, 1);(4, 1);(4, 0);(4, 1);(4, 2);(4, 3);(4, 4);(4, 5);(5, 5)","(5, 5)",0.16957841978827493,True
355,5,14,"(5, 5)","(0, 0);(0, 1);(0, 2);(1, 2);(0, 2);(1, 2);(2, 2);(2, 3);(3, 3);(3, 4);(4, 4);(4, 5);(5, 5)","(5, 5)",0.16873052768933355,True
356,5,13,"(5, 5)","(0, 1);(0, 2);(0, 2);(1, 2);(2, 2);(2, 3);(3, 3);(3, 4);(3, 5);(4, 5);(4, 5);(5, 5)","(5, 5)",0.1678868750508869,True
357,5,18,"(5, 5)","(0, 1);(0, 2);(0, 2);(1, 2);(2, 2);(2, 3);(1, 3);(1, 2);(1, 3);(2, 3);(3, 3);(3, 4);(4, 4);(5, 4);(5, 3);(5, 4);(5, 5)","(4, 5)",0.16704744067563246,True
358,5,11,"(5, 5)","(1, 0);(2, 0);(3, 0);(4, 0);(4, 1);(4, 2);(4, 3);(4, 4);(5, 4);(5, 5)","(5, 5)",0.1662122034722543,True
359,5,11,"(5, 5)","(1, 0);(2, 0);(3, 0);(4, 0);(5, 0);(5, 1);(5, 2);(5, 3);(5, 4);(5, 5)","(5, 5)",0.16538114245489302,True
360,5,12,"(5, 5)","(0, 1);(0, 2);(0, 3);(0, 3);(0, 4);(1, 4);(2, 4);(3, 4);(4, 4);(5, 4);(5, 5)","(5, 5)",0.16455423674261854,True
361,5,11,"(5, 5)","(0, 1);(0, 2);(1, 2);(2, 2);(2, 3);(3, 3);(4, 3);(4, 4);(5, 4);(5, 5)","(5, 5)",0.16373146555890544,True
362,4,13,"(5, 5)","(0, 1);(0, 2);(1, 2);(1, 1);(2, 1);(3, 1);(4, 1);(5, 1);(5, 2);(5, 3);(5, 4);(5, 5)","(5, 5)",0.16291280823111093,True
363,5,12,"(5, 5)","(0, 1);(0, 2);(0, 2);(1, 2);(2, 2);(3, 2);(4, 2);(5, 2);(5, 3);(5, 4);(5, 5)","(5, 5)",0.16209824418995536,True
364,5,16,"(5, 5)","(1, 0);(2, 0);(2, 1);(2, 0);(3, 0);(4, 0);(5, 0);(5, 0);(5, 1);(5, 2);(4, 2);(4, 3);(5, 3);(5, 4);(5, 5)","(5, 5)",0.16128775296900558,True
365,5,14,"(5, 5)","(0, 0);(0, 1);(0, 0);(0, 1);(0, 2);(0, 3);(1, 3);(2, 3);(3, 3);(3, 4);(4, 4);(4, 5);(5, 5)","(5, 5)",0.16048131420416054,True
366,5,11,"(5, 5)","(1, 0);(2, 0);(2, 1);(2, 2);(2, 3);(3, 3);(3, 4);(4, 4);(5, 4);(5, 5)","(5, 5)",0.15967890763313974,True
367,4,15,"(5, 5)","(1, 0);(1, 1);(1, 0);(2, 0);(1, 0);(2, 0);(3, 0);(3, 1);(3, 2);(4, 2);(4, 3);(5, 3);(5, 4);(5, 5)","(4, 5)",0.15888051309497406,True
368,5,11,"(5, 5)","(0, 1);(0, 2);(1, 2);(2, 2);(2, 3);(3, 3);(3, 4);(4, 4);(4, 5);(5, 5)","(5, 5)",0.1580861105294992,True
369,5,13,"(5, 5)","(1, 0);(2, 0);(3, 0);(4, 0);(4, 1);(4, 2);(3, 2);(4, 2);(5, 2);(5, 3);(5, 4);(5, 5)","(5, 5)",0.1572956799768517,True
370,4,13,"(5, 5)","(1, 0);(1, 1);(1, 0);(2, 0);(3, 0);(4, 0);(4, 1);(4, 2);(5, 2);(5, 3);(5, 4);(5, 5)","(5, 4)",0.15650920157696743,True
371,5,15,"(5, 5)","(1, 0);(2, 0);(3, 0);(4, 0);(4, 1);(4, 2);(4, 1);(4, 2);(4, 3);(4, 4);(4, 5);(4, 4);(4, 5);(5, 5)","(5, 5)",0.1557266555690826,True
372,5,11,"(5, 5)","(1, 0);(2, 0);(3, 0);(4, 0);(5, 0);(5, 1);(5, 2);(5, 3);(5, 4);(5, 5)","(5, 5)",0.1549480222912372,True
373,5,16,"(5, 5)","(1, 0);(2, 0);(3, 0);(2, 0);(3, 0);(4, 0);(5, 0);(5, 0);(5, 1);(5, 2);(5, 3);(5, 4);(4, 4);(4, 5);(5, 5)","(5, 5)",0.15417328217978102,True
374,5,13,"(5, 5)","(0, 1);(0, 2);(0, 3);(0, 4);(1, 4);(2, 4);(3, 4);(4, 4);(5, 4);(5, 3);(5, 4);(5, 5)","(5, 5)",0.1534024157688821,True
375,5,11,"(5, 5)","(1, 0);(2, 0);(3, 0);(4, 0);(4, 1);(4, 2);(4, 3);(4, 4);(4, 5);(5, 5)","(5, 4)",0.1526354036900377,True
376,5,13,"(5, 5)","(0, 1);(0, 2);(0, 3);(0, 4);(1, 4);(1, 3);(2, 3);(3, 3);(3, 4);(4, 4);(4, 5);(5, 5)","(5, 5)",0.1518722266715875,True
377,5,11,"(5, 5)","(1, 0);(2, 0);(3, 0);(4, 0);(5, 0);(5, 1);(5, 2);(5, 3);(5, 4);(5, 5)","(5, 5)",0.15111286553822956,True
378,5,11,"(5, 5)","(0, 1);(0, 2);(0, 3);(1, 3);(2, 3);(3, 3);(3, 4);(4, 4);(4, 5);(5, 5)","(5, 5)",0.15035730121053842,True
379,5,11,"(5, 5)","(1, 0);(2, 0);(3, 0);(4, 0);(4, 1);(4, 2);(4, 3);(4, 4);(4, 5);(5, 5)","(5, 5)",0.14960551470448571,True
380,5,12,"(5, 5)","(0, 0);(1, 0);(2, 0);(3, 0);(4, 0);(4, 1);(4, 2);(4, 3);(4, 4);(5, 4);(5, 5)","(5, 5)",0.14885748713096328,True
381,5,11,"(5, 5)","(0, 1);(0, 2);(0, 3);(1, 3);(2, 3);(3, 3);(3, 4);(4, 4);(5, 4);(5, 5)","(5, 5)",0.14811319969530845,True
382,5,13,"(5, 5)","(1, 0);(2, 0);(3, 0);(2, 0);(3, 0);(4, 0);(5, 0);(5, 1);(5, 2);(5, 3);(5, 4);(5, 5)","(5, 5)",0.1473726336968319,True
383,5,13,"(5, 5)","(0, 1);(0, 2);(0, 3);(0, 2);(0, 3);(0, 4);(0, 5);(1, 5);(2, 5);(3, 5);(4, 5);(5, 5)","(5, 5)",0.14663577052834775,True
384,5,11,"(5, 5)","(0, 1);(0, 2);(0, 3);(0, 4);(1, 4);(2, 4);(3, 4);(3, 5);(4, 5);(5, 5)","(5, 5)",0.14590259167570602,True
385,5,11,"(5, 5)","(1, 0);(2, 0);(3, 0);(4, 0);(4, 1);(4, 2);(4, 3);(4, 4);(4, 5);(5, 5)","(5, 5)",0.1451730787173275,True
386,5,11,"(5, 5)","(0, 1);(0, 2);(1, 2);(2, 2);(3, 2);(4, 2);(5, 2);(5, 3);(5, 4);(5, 5)","(5, 5)",0.14444721332374086,True
387,5,11,"(5, 5)","(0, 1);(0, 2);(0, 3);(0, 4);(1, 4);(2, 4);(3, 4);(4, 4);(5, 4);(5, 5)","(5, 5)",0.14372497725712216,True
388,5,12,"(5, 5)","(0, 1);(0, 2);(0, 2);(0, 3);(1, 3);(2, 3);(3, 3);(3, 4);(4, 4);(5, 4);(5, 5)","(5, 5)",0.14300635237083656,True
389,5,11,"(5, 5)","(0, 1);(0, 2);(1, 2);(2, 2);(2, 3);(3, 3);(3, 4);(4, 4);(5, 4);(5, 5)","(5, 5)",0.14229132060898236,True
390,5,13,"(5, 5)","(0, 1);(0, 2);(0, 3);(0, 2);(0, 3);(1, 3);(2, 3);(3, 3);(4, 3);(5, 3);(5, 4);(5, 5)","(5, 5)",0.14157986400593744,True
391,5,11,"(5, 5)","(0, 1);(0, 2);(0, 3);(1, 3);(2, 3);(3, 3);(3, 4);(4, 4);(5, 4);(5, 5)","(5, 5)",0.14087196468590776,True
392,5,11,"(5, 5)","(1, 0);(2, 0);(3, 0);(4, 0);(4, 1);(5, 1);(5, 2);(5, 3);(5, 4);(5, 5)","(5, 5)",0.14016760486247823,True
393,5,15,"(5, 5)","(1, 0);(2, 0);(3, 0);(3, 1);(3, 2);(3, 3);(3, 4);(4, 4);(4, 5);(4, 4);(4, 5);(3, 5);(4, 5);(5, 5)","(5, 5)",0.13946676683816583,True
394,5,12,"(5, 5)","(0, 1);(0, 2);(0, 3);(0, 4);(0, 5);(1, 5);(2, 5);(3, 5);(4, 5);(4, 5);(5, 5)","(5, 5)",0.138769433003975,True
395,5,11,"(5, 5)","(1, 0);(2, 0);(3, 0);(4, 0);(5, 0);(5, 1);(5, 2);(5, 3);(5, 4);(5, 5)","(5, 5)",0.13807558583895513,True
396,5,13,"(5, 5)","(0, 1);(0, 2);(0, 3);(1, 3);(0, 3);(0, 4);(1, 4);(2, 4);(2, 5);(3, 5);(4, 5);(5, 5)","(5, 5)",0.13738520790976036,True
397,5,12,"(5, 5)","(0, 1);(0, 2);(0, 2);(1, 2);(2, 2);(2, 3);(3, 3);(3, 4);(4, 4);(4, 5);(5, 5)","(5, 5)",0.13669828187021155,True
398,5,11,"(5, 5)","(0, 1);(0, 2);(1, 2);(2, 2);(2, 3);(3, 3);(3, 4);(4, 4);(5, 4);(5, 5)","(5, 5)",0.13601479046086049,True
399,5,11,"(5, 5)","(0, 1);(0, 2);(1, 2);(1, 3);(2, 3);(3, 3);(4, 3);(4, 4);(5, 4);(5, 5)","(5, 5)",0.1353347165085562,True
400,5,13,"(5, 5)","(0, 1);(0, 2);(1, 2);(2, 2);(2, 3);(3, 3);(4, 3);(4, 4);(3, 4);(4, 4);(5, 4);(5, 5)","(5, 5)",0.1346580429260134,True
401,5,13,"(5, 5)","(0, 1);(0, 2);(1, 2);(2, 2);(2, 3);(1, 3);(2, 3);(3, 3);(3, 4);(3, 5);(4, 5);(5, 5)","(5, 5)",0.13398475271138335,True
402,5,13,"(5, 5)","(0, 1);(0, 0);(0, 1);(0, 2);(0, 3);(1, 3);(2, 3);(3, 3);(4, 3);(5, 3);(5, 4);(5, 5)","(5, 5)",0.13331482894782642,True
403,5,11,"(5, 5)","(1, 0);(2, 0);(3, 0);(4, 0);(5, 0);(5, 1);(5, 2);(5, 3);(5, 4);(5, 5)","(5, 5)",0.13264825480308728,True
404,5,11,"(5, 5)","(0, 1);(0, 2);(0, 3);(0, 4);(1, 4);(2, 4);(3, 4);(3, 5);(4, 5);(5, 5)","(5, 5)",0.13198501352907185,True
405,5,11,"(5, 5)","(0, 1);(0, 2);(0, 3);(1, 3);(2, 3);(3, 3);(3, 4);(4, 4);(4, 5);(5, 5)","(5, 5)",0.1313250884614265,True
406,5,11,"(5, 5)","(0, 1);(0, 2);(0, 3);(1, 3);(2, 3);(3, 3);(3, 4);(3, 5);(4, 5);(5, 5)","(5, 5)",0.13066846301911936,True
407,5,11,"(5, 5)","(0, 1);(0, 2);(0, 3);(1, 3);(2, 3);(3, 3);(3, 4);(4, 4);(4, 5);(5, 5)","(5, 5)",0.13001512070402377,True
408,5,13,"(5, 5)","(0, 1);(0, 2);(0, 3);(1, 3);(2, 3);(3, 3);(3, 2);(3, 3);(3, 4);(4, 4);(5, 4);(5, 5)","(5, 5)",0.12936504510050365,True
409,5,11,"(5, 5)","(0, 1);(0, 2);(0, 3);(1, 3);(2, 3);(3, 3);(3, 4);(4, 4);(5, 4);(5, 5)","(5, 5)",0.12871821987500112,True
410,5,14,"(5, 5)","(0, 1);(0, 2);(0, 1);(0, 1);(0, 2);(0, 3);(0, 4);(1, 4);(2, 4);(3, 4);(3, 5);(4, 5);(5, 5)","(5, 5)",0.12807462877562611,True
411,5,11,"(5, 5)","(0, 1);(0, 2);(0, 3);(1, 3);(2, 3);(3, 3);(3, 4);(4, 4);(5, 4);(5, 5)","(5, 5)",0.12743425563174798,True
412,5,11,"(5, 5)","(0, 1);(0, 2);(1, 2);(2, 2);(3, 2);(4, 2);(5, 2);(5, 3);(5, 4);(5, 5)","(5, 5)",0.12679708435358925,True
413,5,16,"(5, 5)","(1, 0);(2, 0);(3, 0);(4, 0);(5, 0);(5, 1);(5, 2);(5, 2);(4, 2);(4, 3);(3, 3);(3, 4);(4, 4);(4, 5);(5, 5)","(5, 5)",0.1261630989318213,True
414,5,11,"(5, 5)","(0, 1);(0, 2);(0, 3);(0, 4);(1, 4);(2, 4);(3, 4);(4, 4);(4, 5);(5, 5)","(5, 5)",0.1255322834371622,True
415,5,16,"(5, 5)","(0, 1);(0, 2);(1, 2);(2, 2);(2, 1);(3, 1);(3, 0);(4, 0);(4, 1);(4, 2);(4, 3);(5, 3);(5, 3);(5, 4);(5, 5)","(5, 5)",0.12490462201997637,True
416,5,11,"(5, 5)","(0, 1);(0, 2);(0, 3);(1, 3);(2, 3);(3, 3);(3, 4);(4, 4);(4, 5);(5, 5)","(5, 5)",0.1242800989098765,True
417,5,11,"(5, 5)","(0, 1);(0, 2);(0, 3);(1, 3);(2, 3);(2, 4);(3, 4);(4, 4);(4, 5);(5, 5)","(5, 5)",0.12365869841532712,True
418,5,14,"(5, 5)","(0, 1);(0, 2);(0, 3);(0, 4);(1, 4);(1, 3);(2, 3);(3, 3);(3, 4);(4, 4);(4, 5);(4, 5);(5, 5)","(5, 5)",0.12304040492325048,True
419,5,11,"(5, 5)","(0, 1);(0, 2);(1, 2);(2, 2);(2, 3);(3, 3);(3, 4);(4, 4);(4, 5);(5, 5)","(5, 5)",0.12242520289863423,True
420,5,11,"(5, 5)","(0, 1);(0, 2);(1, 2);(2, 2);(2, 3);(3, 3);(3, 4);(4, 4);(4, 5);(5, 5)","(5, 5)",0.12181307688414106,True
421,4,13,"(5, 5)","(0, 1);(0, 2);(1, 2);(1, 1);(2, 1);(3, 1);(3, 2);(3, 3);(3, 4);(4, 4);(4, 5);(5, 5)","(5, 5)",0.12120401149972035,True
422,5,11,"(5, 5)","(0, 1);(0, 2);(1, 2);(2, 2);(3, 2);(4, 2);(5, 2);(5, 3);(5, 4);(5, 5)","(5, 4)",0.12059799144222175,True
423,5,11,"(5, 5)","(1, 0);(2, 0);(3, 0);(4, 0);(5, 0);(5, 1);(5, 2);(5, 3);(5, 4);(5, 5)","(5, 5)",0.11999500148501063,True
424,5,11,"(5, 5)","(0, 1);(0, 2);(1, 2);(2, 2);(2, 3);(2, 4);(3, 4);(4, 4);(4, 5);(5, 5)","(5, 5)",0.11939502647758558,True
425,5,13,"(5, 5)","(0, 1);(0, 2);(1, 2);(0, 2);(1, 2);(2, 2);(2, 3);(3, 3);(4, 3);(4, 4);(5, 4);(5, 5)","(5, 5)",0.11879805134519765,True
426,5,11,"(5, 5)","(1, 0);(2, 0);(3, 0);(3, 1);(3, 2);(3, 3);(3, 4);(4, 4);(4, 5);(5, 5)","(5, 5)",0.11820406108847166,True
427,4,11,"(5, 5)","(0, 1);(1, 1);(2, 1);(3, 1);(4, 1);(4, 2);(4, 3);(4, 4);(4, 5);(5, 5)","(5, 5)",0.1176130407830293,True
428,5,12,"(5, 5)","(0, 1);(0, 2);(0, 3);(0, 3);(1, 3);(2, 3);(3, 3);(3, 4);(4, 4);(4, 5);(5, 5)","(5, 5)",0.11702497557911415,True
429,5,15,"(5, 5)","(0, 1);(0, 2);(0, 3);(1, 3);(0, 3);(0, 2);(0, 3);(1, 3);(2, 3);(3, 3);(3, 4);(4, 4);(4, 5);(5, 5)","(5, 5)",0.11643985070121858,True
430,5,11,"(5, 5)","(0, 1);(0, 2);(0, 3);(1, 3);(2, 3);(3, 3);(3, 4);(4, 4);(4, 5);(5, 5)","(5, 5)",0.11585765144771248,True
431,5,13,"(5, 5)","(0, 1);(0, 2);(0, 3);(1, 3);(2, 3);(3, 3);(3, 4);(4, 4);(3, 4);(4, 4);(4, 5);(5, 5)","(5, 4)",0.11527836319047392,True
432,5,11,"(5, 5)","(0, 1);(0, 2);(0, 3);(1, 3);(2, 3);(2, 4);(3, 4);(4, 4);(4, 5);(5, 5)","(5, 5)",0.11470197137452155,True
433,4,13,"(5, 5)","(0, 1);(1, 1);(1, 2);(2, 2);(2, 3);(2, 4);(3, 4);(3, 5);(4, 5);(4, 5);(4, 5);(5, 5)","(5, 5)",0.11412846151764894,True
434,5,11,"(5, 5)","(1, 0);(2, 0);(2, 1);(2, 2);(2, 3);(2, 4);(3, 4);(4, 4);(4, 5);(5, 5)","(5, 5)",0.1135578192100607,True
435,5,11,"(5, 5)","(1, 0);(2, 0);(3, 0);(4, 0);(4, 1);(4, 2);(4, 3);(4, 4);(5, 4);(5, 5)","(5, 5)",0.11299003011401039,True
436,4,13,"(5, 5)","(0, 1);(0, 2);(1, 2);(1, 1);(2, 1);(3, 1);(4, 1);(4, 2);(4, 3);(4, 4);(5, 4);(5, 5)","(5, 5)",0.11242507996344034,True
437,5,13,"(5, 5)","(0, 1);(0, 2);(0, 3);(1, 3);(2, 3);(1, 3);(2, 3);(3, 3);(3, 4);(4, 4);(5, 4);(5, 5)","(5, 5)",0.11186295456362313,True
438,5,12,"(5, 5)","(0, 1);(0, 2);(0, 3);(0, 4);(0, 4);(1, 4);(2, 4);(3, 4);(4, 4);(5, 4);(5, 5)","(5, 5)",0.11130363979080501,True
439,5,11,"(5, 5)","(0, 1);(0, 2);(0, 3);(1, 3);(2, 3);(3, 3);(3, 4);(4, 4);(4, 5);(5, 5)","(5, 5)",0.11074712159185099,True
440,5,11,"(5, 5)","(1, 0);(2, 0);(3, 0);(4, 0);(4, 1);(4, 2);(4, 3);(4, 4);(4, 5);(5, 5)","(5, 5)",0.11019338598389174,True
441,5,11,"(5, 5)","(0, 1);(0, 2);(0, 3);(1, 3);(2, 3);(3, 3);(3, 4);(4, 4);(4, 5);(5, 5)","(5, 5)",0.10964241905397228,True
442,5,11,"(5, 5)","(0, 1);(0, 2);(0, 3);(1, 3);(1, 4);(2, 4);(3, 4);(4, 4);(5, 4);(5, 5)","(5, 5)",0.10909420695870241,True
443,5,11,"(5, 5)","(0, 1);(0, 2);(0, 3);(0, 4);(1, 4);(2, 4);(3, 4);(4, 4);(4, 5);(5, 5)","(5, 5)",0.1085487359239089,True
444,5,11,"(5, 5)","(0, 1);(0, 2);(0, 3);(0, 4);(1, 4);(2, 4);(3, 4);(4, 4);(4, 5);(5, 5)","(5, 5)",0.10800599224428936,True
445,5,12,"(5, 5)","(0, 1);(0, 2);(0, 2);(0, 3);(1, 3);(2, 3);(3, 3);(4, 3);(4, 4);(5, 4);(5, 5)","(5, 5)",0.10746596228306791,True
446,5,11,"(5, 5)","(0, 1);(0, 2);(0, 3);(0, 4);(1, 4);(2, 4);(3, 4);(4, 4);(4, 5);(5, 5)","(5, 4)",0.10692863247165257,True
447,5,13,"(5, 5)","(0, 1);(0, 2);(0, 3);(1, 3);(2, 3);(3, 3);(3, 4);(4, 4);(5, 4);(4, 4);(5, 4);(5, 5)","(5, 5)",0.1063939893092943,True
448,5,13,"(5, 5)","(0, 1);(0, 2);(0, 1);(0, 2);(0, 3);(1, 3);(2, 3);(3, 3);(3, 4);(4, 4);(4, 5);(5, 5)","(5, 5)",0.10586201936274783,True
449,5,13,"(5, 5)","(0, 1);(0, 2);(0, 3);(0, 2);(0, 3);(1, 3);(2, 3);(3, 3);(3, 4);(4, 4);(5, 4);(5, 5)","(5, 5)",0.10533270926593409,True
450,5,15,"(5, 5)","(0, 1);(0, 2);(0, 3);(1, 3);(2, 3);(3, 3);(3, 4);(4, 4);(5, 4);(5, 3);(5, 4);(4, 4);(5, 4);(5, 5)","(5, 5)",0.10480604571960442,True
